"pattern";"theoretical_intensity";"sample_size";"my_kappa";"my_mu";"my_scale";"my_r";"expect_disp_ind";"nsim";"mean_random";"median_random";"var_random";"mean_syst";"median_syst";"var_syst";"mean_BAS";"median_BAS";"var_BAS";"prop_zero_random";"prop_zero_syst";"prop_zero_BAS";"mean_estim_vtextbook_random";"mean_estim_vtextbook_syst";"mean_estim_vtextbook_BAS";"mean_estim_v8_syst";"mean_estim_vw_syst";"mean_estim_vstr2_syst";"mean_estim_vnbh_BAS";"mean_estim_vZIP_syst";"mean_estim_vZIP_BAS";"biais_random";"biais_syst";"biais_BAS";"MSE_random";"MSE_syst";"MSE_BAS";"RMSE_random";"RMSE_syst";"RMSE_BAS";"var_ratio_syst";"var_ratio_BAS";"coverage_vtextbook_random";"coverage_vtextbook_syst";"coverage_vtextbook_BAS";"coverage_v8_syst";"coverage_vw_syst";"coverage_vstr2_syst";"coverage_vnbh_BAS";"coverage_vZIP_syst";"coverage_vZIP_BAS";"cluster_diam"
"int1_disp10";1;9;0,01;100;1,6875;NA;9,988362941;600;1,02414814814815;0,797222222222222;1,14815894460589;1,00719444444444;0,813888888888889;1,06313826713933;1,01506481481481;0,811111111111111;1,07843068179476;0,867259259259259;0,868342592592592;0,86712962962963;1,12421363374486;1,11051738094136;1,1190870789609;0,999630298052761;1,00875567381524;1,09301795685712;0,81443944970951;0,952907144260902;0,96181433777013;0,00839814814814812;-0,00855555555555554;-0,000685185185185201;1,14846575126337;1,06262839776543;1,07787469694239;1,07015579776879;1,02840754142918;1,03659950121132;0,930083169105559;0,943286548961965;0,618833333333333;0,624416666666667;0,623833333333333;0,600083333333333;0,607416666666667;0,607166666666667;0,610583333333333;0,631;0,630833333333333;3,375
"int1_disp10";1;25;0,01;100;1,6875;NA;9,988362941;600;1,01366;0,939;0,406302700946021;1,01280666666667;0,925;0,3891431639399;1,01765666666667;0,942;0,398358759488036;0,86798;0,86769;0,867406666666667;0,400622178833333;0,400096496333333;0,402469692916667;0,336314131928067;0,338864961610501;0,397794339866545;0,295399661007734;0,330637697804603;0,332584601630856;-0,00209000000000001;-0,00294333333333334;0,00190666666666667;0,406159675;0,388815735;0,398178181666667;0,636727850396773;0,621399357316069;0,629189125870864;0,958929295582977;0,981982893486711;0,833333333333333;0,83675;0,836916666666667;0,800666666666667;0,8065;0,8315;0,804416666666667;0,82675;0,826166666666667;3,375
"int1_disp10";1;49;0,01;100;1,6875;NA;9,988362941;600;1,01814795918367;0,980102040816327;0,209032893860075;1,00630272108844;0,977040816326531;0,198505675037553;1,02054931972789;0,98826530612245;0,195653817436484;0,867705782312925;0,868816326530612;0,867607142857143;0,205100481669096;0,203192279907677;0,206244165700923;0,161254636961653;0,160164970719298;0,201057924390575;0,151769426996188;0,162749087584018;0,165317074421684;0,00239795918367343;-0,00944727891156465;0,00479931972789113;0,209072382965015;0,198407247104956;0,195615279709427;0,456688752780954;0,443011192617065;0,441162854100393;0,947376085224298;0,941630636904483;0,887166666666667;0,88325;0,895583333333333;0,833083333333333;0,83975;0,874083333333333;0,858666666666667;0,859583333333333;0,875166666666667;3,375
"int1_disp10";1;100;0,01;100;1,6875;NA;9,988362941;600;1,01562833333333;1,00275;0,0977788665275459;1,017035;1,01575;0,0887661386755704;1,01138083333333;0,99525;0,0924094695186422;0,867590833333333;0,8679725;0,868338333333333;0,0994891635;0,0999398913333334;0,0994825799166667;0,0790594129738733;0,078649805556897;0,09918356043301;0,0735133952279657;0,0787262530018278;0,0781689963591898;-0,000121666666666664;0,00128499999999999;-0,00436916666666667;0,0977947595;0,0887472086666667;0,0924695383333333;0,312379555906358;0,294525127740407;0,302881143670871;0,915918848780219;0,951582760622949;0,918166666666667;0,9275;0,923;0,886333333333333;0,888666666666667;0,92675;0,888666666666667;0,90325;0,89725;3,375
"int1_disp10";1;196;0,01;100;1,6875;NA;9,988362941;600;1,01998384353741;1,01045918367347;0,0499179347312159;1,01280569727891;1,00408163265306;0,0464789490369842;1,01801105442177;1,01352040816327;0,0435901160351708;0,867489795918367;0,868195578231293;0,867734268707483;0,0507450818584671;0,050287815243288;0,0506300849575497;0,0384108482197619;0,0383571783260773;0,0497381862169159;0,0374276574287931;0,0392448111979238;0,0394580619882884;0,00423384353741496;-0,00294430272108843;0,00226105442176872;0,049936454796196;0,0465099307680133;0,0435452676519506;0,223102404777585;0,212653795378447;0,207499039918843;0,936498755490674;0,880566609976951;0,936916666666667;0,946416666666667;0,9505;0,88725;0,890166666666667;0,945333333333333;0,917083333333333;0,917083333333333;0,923666666666667;3,375
"int1_disp12";1;9;0,01;100;1,50625;NA;11,98336521;600;0,98949074074074;0,630555555555556;1,31563087484628;1,02767592592593;0,694444444444445;1,3720029387113;1,0137962962963;0,7;1,29417203913244;0,886768518518518;0,885027777777778;0,88612037037037;1,29797583117284;1,36107716782407;1,33949886916152;1,22114335914464;1,24374917925754;1,37383062015766;0,982472596542682;1,15347757883169;1,15030969897862;-0,0223392592592593;0,0158459259259259;0,00196629629629628;1,31645732832099;1,37129638881481;1,29396989478189;1,14528747139393;1,1689198735624;1,13589000587122;1,04937342065523;0,991828605725935;0,568583333333333;0,575666666666667;0,586583333333333;0,549916666666667;0,557833333333333;0,554083333333333;0,567916666666667;0,5775;0,588666666666667;3,0125
"int1_disp12";1;25;0,01;100;1,50625;NA;11,98336521;600;1,00127666666667;0,91;0,464212329215359;1,00883;0,907;0,47953616983862;1,00902333333333;0,916;0,465418827156372;0,886626666666667;0,886353333333333;0,88648;0,474922008166667;0,477369507416667;0,47830673625;0,412889177988842;0,415718453809515;0,481497612774707;0,354558475381718;0,389561037784775;0,393351713831096;-0,0105533333333334;-0,00300000000000004;-0,0028066666666667;0,464552654666667;0,47979469;0,465119854666667;0,68083464153445;0,689922465438657;0,680162402017296;1,03285621797032;1,00416833947534;0,809;0,811;0,813333333333333;0,77875;0,787833333333333;0,805583333333333;0,7885;0,800416666666667;0,8065;3,0125
"int1_disp12";1;49;0,01;100;1,50625;NA;11,98336521;600;1,01404081632653;0,966836734693877;0,24439005960464;1,01360544217687;0,973979591836735;0,221048161624365;1,01034183673469;0,960714285714285;0,226546056503076;0,885695578231293;0,885494897959184;0,886535714285714;0,244488974518864;0,243932451408701;0,244083552374878;0,200879389111024;0,202518372405303;0,245715476836023;0,180159796135189;0,191503232903558;0,192434808704593;0,00221081632653057;0,00177544217687071;-0,00148816326530616;0,244535209339442;0,221003083933361;0,226637746740525;0,494051583992828;0,468456381880126;0,474286767213734;0,904279550099728;0,930747455946671;0,876;0,887916666666667;0,886916666666667;0,843916666666667;0,852083333333333;0,881166666666667;0,854416666666667;0,8685;0,861583333333333;3,0125
"int1_disp12";1;100;0,01;100;1,50625;NA;11,98336521;600;1,01303416666667;0,98925;0,118393312145242;1,01679833333333;0,999;0,120145326182526;1,0134225;0,99325;0,103817168989983;0,8860025;0,885565833333333;0,885900833333333;0,119311182416667;0,1194488685;0,119530567583333;0,0979330396878985;0,0951889890954968;0,119835545455769;0,0885292022077832;0,0915064494624237;0,0914164634252999;0,00120416666666664;0,00496833333333333;0,00159249999999997;0,1183919985;0,120102230833333;0,103811736;0,343726666993045;0,341919043258108;0,320860164525714;1,01699538273226;0,877577126807264;0,91375;0,905416666666667;0,932;0,862916666666667;0,861583333333333;0,904416666666667;0,899083333333333;0,8715;0,904083333333333;3,0125
"int1_disp12";1;196;0,01;100;1,50625;NA;11,98336521;600;1,01389923469388;1,00140306122449;0,0608649902912427;1,01099829931973;1,0077806122449;0,0454101965592036;1,01421981292517;1,00420918367347;0,0463188777574418;0,885994472789116;0,886130527210884;0,886108418367347;0,0603520890819931;0,0600333610239323;0,060432935188343;0,0468754648333194;0,0477220342356431;0,0600569055617682;0,0448652254370781;0,0454270227933754;0,0457088520361001;0,00206923469387752;-0,000831700680272139;0,00238981292517005;0,060874200332778;0,0453799407447591;0,0463701595095099;0,246454877346823;0,210224686157636;0,214371654549086;0,750552036071112;0,76369230208088;0,931666666666667;0,9565;0,962;0,916916666666667;0,926333333333333;0,955416666666667;0,931;0,933333333333333;0,933666666666667;3,0125
