"pattern";"theoretical_intensity";"my_kappa";"my_mu";"my_scale";"expect_disp_ind"
"int6_disp73";6;0,024494897;244,9489743;0,806640625;73,02792798
"int6_disp74";6;0,024494897;244,9489743;0,8;74,03253471
"int6_disp75";6;0,024494897;244,9489743;0,790527344;75,04988948
"int7_disp2";7;0,026457513;264,5751311;9;1,950451346
"int7_disp3";7;0,026457513;264,5751311;6,25;3,009971537
"int7_disp4";7;0,026457513;264,5751311;5,125;3,965595407
"int7_disp5";7;0,026457513;264,5751311;4,375;5,032841159
"int7_disp6";7;0,026457513;264,5751311;3,9375;5,973358863
"int7_disp7";7;0,026457513;264,5751311;3,5625;6,989834647
"int7_disp8";7;0,026457513;264,5751311;3,28125;7,973386495
"int7_disp9";7;0,026457513;264,5751311;3,0625;9,007163499
"int7_disp10";7;0,026457513;264,5751311;2,875;10,02589913
"int7_disp11";7;0,026457513;264,5751311;2,71875;10,99619724
"int7_disp12";7;0,026457513;264,5751311;2,58203125;12,00989541
"int7_disp13";7;0,026457513;264,5751311;2,46875;12,95471582
"int7_disp14";7;0,026457513;264,5751311;2,359375;13,9870734
"int7_disp15";7;0,026457513;264,5751311;2,265625;14,97437777
"int7_disp16";7;0,026457513;264,5751311;2,1875;15,97377337
"int7_disp17";7;0,026457513;264,5751311;2,10546875;16,98234886
"int7_disp18";7;0,026457513;264,5751311;2,03125;18,02191233
"int7_disp19";7;0,026457513;264,5751311;1,975;18,98817924
"int7_disp20";7;0,026457513;264,5751311;1,9125;20,04002866
"int7_disp21";7;0,026457513;264,5751311;1,8625;20,99327275
"int7_disp22";7;0,026457513;264,5751311;1,809375;21,99666164
"int7_disp23";7;0,026457513;264,5751311;1,7625;22,99465338
"int7_disp24";7;0,026457513;264,5751311;1,71796875;24,04821266
"int7_disp25";7;0,026457513;264,5751311;1,6765625;25,01012802
"int7_disp26";7;0,026457513;264,5751311;1,6375;26,02613868
"int7_disp27";7;0,026457513;264,5751311;1,603125;26,9650221
"int7_disp28";7;0,026457513;264,5751311;1,56875;28,01032917
"int7_disp29";7;0,026457513;264,5751311;1,53125;29,03678726
"int7_disp30";7;0,026457513;264,5751311;1,5;30,00894397
"int7_disp31";7;0,026457513;264,5751311;1,4765625;30,95912122
"int7_disp32";7;0,026457513;264,5751311;1,45;31,96098567
"int7_disp33";7;0,026457513;264,5751311;1,425;32,97275923
"int7_disp34";7;0,026457513;264,5751311;1,396875;33,99133135
"int7_disp35";7;0,026457513;264,5751311;1,3734375;34,97782215
"int7_disp36";7;0,026457513;264,5751311;1,35;35,99583257
"int7_disp37";7;0,026457513;264,5751311;1,325;37,02213897
"int7_disp38";7;0,026457513;264,5751311;1,3046875;38,04987282
"int7_disp39";7;0,026457513;264,5751311;1,284375;39,04441095
"int7_disp40";7;0,026457513;264,5751311;1,2625;40,00630067
"int7_disp41";7;0,026457513;264,5751311;1,2453125;41,02818931
"int7_disp42";7;0,026457513;264,5751311;1,228125;41,99673968
"int7_disp43";7;0,026457513;264,5751311;1,209375;42,97339294
"int7_disp44";7;0,026457513;264,5751311;1,19375;44,00662586
"int7_disp45";7;0,026457513;264,5751311;1,174194336;45,01980253
"int7_disp46";7;0,026457513;264,5751311;1,159375;45,96689775
"int7_disp47";7;0,026457513;264,5751311;1,14140625;47,03515677
"int7_disp48";7;0,026457513;264,5751311;1,127539063;48,01037527
"int7_disp49";7;0,026457513;264,5751311;1,113085938;48,97505767
"int7_disp50";7;0,026457513;264,5751311;1,0984375;49,95979
"int7_disp51";7;0,026457513;264,5751311;1,0875;50,97559241
"int7_disp52";7;0,026457513;264,5751311;1,0734375;52,00381405
"int7_disp53";7;0,026457513;264,5751311;1,059375;53,01366185
"int7_disp54";7;0,026457513;264,5751311;1,045294189;54,00775325
"int7_disp55";7;0,026457513;264,5751311;1,0328125;54,96706961
"int7_disp56";7;0,026457513;264,5751311;1,020202637;56,02490563
"int7_disp57";7;0,026457513;264,5751311;1,0078125;57,04217984
"int7_disp58";7;0,026457513;264,5751311;0,997265625;57,98715918
"int7_disp59";7;0,026457513;264,5751311;0,9875;59,04582186
"int7_disp60";7;0,026457513;264,5751311;0,974998474;60,03017503
"int7_disp61";7;0,026457513;264,5751311;0,9640625;61,04763092
"int7_disp62";7;0,026457513;264,5751311;0,9546875;61,99422302
"int7_disp63";7;0,026457513;264,5751311;0,943359375;63,01974394
"int7_disp64";7;0,026457513;264,5751311;0,934379578;64,02230023
"int7_disp65";7;0,026457513;264,5751311;0,923925781;64,96959857
"int7_disp66";7;0,026457513;264,5751311;0,913671875;66,04513999
"int7_disp67";7;0,026457513;264,5751311;0,904492188;67,04002218
"int7_disp68";7;0,026457513;264,5751311;0,894921875;68,04677895
"int7_disp69";7;0,026457513;264,5751311;0,887304688;69,04886218
"int7_disp70";7;0,026457513;264,5751311;0,878125;69,98029526
"int7_disp71";7;0,026457513;264,5751311;0,86875;71,01972146
"int7_disp72";7;0,026457513;264,5751311;0,860546875;72,03836986
"int7_disp73";7;0,026457513;264,5751311;0,852050781;72,97929152
"int7_disp74";7;0,026457513;264,5751311;0,8453125;73,96055586
"int7_disp75";7;0,026457513;264,5751311;0,835498047;75,0239426
"int8_disp2";8;0,028284271;282,8427125;9;2,002508812
"int8_disp3";8;0,028284271;282,8427125;6,5;2,965808204
"int8_disp4";8;0,028284271;282,8427125;5,3125;3,967133846
"int8_disp5";8;0,028284271;282,8427125;4,5625;4,953787868
"int8_disp6";8;0,028284271;282,8427125;4,0625;5,980965682
"int8_disp7";8;0,028284271;282,8427125;3,6875;7,02517352
"int8_disp8";8;0,028284271;282,8427125;3,3984375;8,01818972
"int8_disp9";8;0,028284271;282,8427125;3,171875;8,985241507
"int8_disp10";8;0,028284271;282,8427125;2,96875;10,01185682
"int8_disp11";8;0,028284271;282,8427125;2,8125;10,99113151
"int8_disp12";8;0,028284271;282,8427125;2,671875;12,02884695
"int8_disp13";8;0,028284271;282,8427125;2,546875;12,99588061
"int8_disp14";8;0,028284271;282,8427125;2,4453125;13,99458389
"int8_disp15";8;0,028284271;282,8427125;2,3515625;15,04222949
"int8_disp16";8;0,028284271;282,8427125;2,2578125;16,02853643
"int8_disp17";8;0,028284271;282,8427125;2,1796875;17,03886592
"int8_disp18";8;0,028284271;282,8427125;2,11328125;18,00816933
"int8_disp19";8;0,028284271;282,8427125;2,045898438;19,04777646
"int8_disp20";8;0,028284271;282,8427125;1,987304688;19,97512942
"int8_disp21";8;0,028284271;282,8427125;1,93125;21,01713592
"int8_disp22";8;0,028284271;282,8427125;1,878125;21,99106537
"int8_disp23";8;0,028284271;282,8427125;1,828125;23,03854189
"int8_disp24";8;0,028284271;282,8427125;1,784375;23,99140357
"int8_disp25";8;0,028284271;282,8427125;1,74375;24,96669195
"int8_disp26";8;0,028284271;282,8427125;1,703125;25,96832342
"int8_disp27";8;0,028284271;282,8427125;1,66875;26,99102537
"int8_disp28";8;0,028284271;282,8427125;1,629101563;28,00470751
"int8_disp29";8;0,028284271;282,8427125;1,59609375;29,0086677
"int8_disp30";8;0,028284271;282,8427125;1,5640625;30,0472148
"int8_disp31";8;0,028284271;282,8427125;1,5375;30,95338355
"int8_disp32";8;0,028284271;282,8427125;1,509375;32,01407225
"int8_disp33";8;0,028284271;282,8427125;1,47734375;32,99718046
"int8_disp34";8;0,028284271;282,8427125;1,453125;34,01683357
"int8_disp35";8;0,028284271;282,8427125;1,4265625;35,01161254
"int8_disp36";8;0,028284271;282,8427125;1,3984375;36,04794741
"int8_disp37";8;0,028284271;282,8427125;1,378125;36,95407512
"int8_disp38";8;0,028284271;282,8427125;1,35625;38,01873494
"int8_disp39";8;0,028284271;282,8427125;1,3375;39,02048301
"int8_disp40";8;0,028284271;282,8427125;1,317578125;39,95117559
"int8_disp41";8;0,028284271;282,8427125;1,3;40,98513579
"int8_disp42";8;0,028284271;282,8427125;1,278125;41,9620931
"int8_disp43";8;0,028284271;282,8427125;1,259375;42,99362594
"int8_disp44";8;0,028284271;282,8427125;1,240625;44,02015429
"int8_disp45";8;0,028284271;282,8427125;1,221875;45,04812853
"int8_disp46";8;0,028284271;282,8427125;1,20625;46,03705422
"int8_disp47";8;0,028284271;282,8427125;1,190039063;47,01679243
"int8_disp48";8;0,028284271;282,8427125;1,174609375;48,03710223
"int8_disp49";8;0,028284271;282,8427125;1,159375;48,98188238
"int8_disp50";8;0,028284271;282,8427125;1,14375;49,99168662
"int8_disp51";8;0,028284271;282,8427125;1,13125;51,03697883
"int8_disp52";8;0,028284271;282,8427125;1,11875;51,95228933
"int8_disp53";8;0,028284271;282,8427125;1,10390625;53,00931032
"int8_disp54";8;0,028284271;282,8427125;1,0921875;53,97815733
"int8_disp55";8;0,028284271;282,8427125;1,07890625;55,03076814
"int8_disp56";8;0,028284271;282,8427125;1,065625;56,02906738
"int8_disp57";8;0,028284271;282,8427125;1,053125;56,98771432
"int8_disp58";8;0,028284271;282,8427125;1,0421875;57,96893865
"int8_disp59";8;0,028284271;282,8427125;1,0296875;59,0231871
"int8_disp60";8;0,028284271;282,8427125;1,018359375;59,99797024
"int8_disp61";8;0,028284271;282,8427125;1,007226563;60,99352667
"int8_disp62";8;0,028284271;282,8427125;0,996875;62,02080015
"int8_disp63";8;0,028284271;282,8427125;0,986132813;62,95119171
"int8_disp64";8;0,028284271;282,8427125;0,9765625;64,0462948
"int8_disp65";8;0,028284271;282,8427125;0,965625;65,02852606
"int8_disp66";8;0,028284271;282,8427125;0,95625;66,04124215
"int8_disp67";8;0,028284271;282,8427125;0,946533203;66,9524981
"int8_disp68";8;0,028284271;282,8427125;0,9375;68,00048752
"int8_disp69";8;0,028284271;282,8427125;0,92734375;68,98403588
"int8_disp70";8;0,028284271;282,8427125;0,91796875;70,04857908
"int8_disp71";8;0,028284271;282,8427125;0,909375;71,01837732
"int8_disp72";8;0,028284271;282,8427125;0,9;71,95609507
"int8_disp73";8;0,028284271;282,8427125;0,8921875;72,96849109
"int8_disp74";8;0,028284271;282,8427125;0,884375;73,9547835
"int8_disp75";8;0,028284271;282,8427125;0,8765625;74,96500043
"int9_disp2";9;0,03;300;9,5;1,999571445
"int9_disp3";9;0,03;300;6,75;2,96493238
"int9_disp4";9;0,03;300;5,5;3,953820009
"int9_disp5";9;0,03;300;4,6875;5,043287473
"int9_disp6";9;0,03;300;4,1875;5,969728942
"int9_disp7";9;0,03;300;3,8125;6,986936321
"int9_disp8";9;0,03;300;3,53125;7,954641705
"int9_disp9";9;0,03;300;3,265625;9,008404748
"int9_disp10";9;0,03;300;3,078125;9,971018645
"int9_disp11";9;0,03;300;2,890625;11,02375844
"int9_disp12";9;0,03;300;2,75;12,04698267
"int9_disp13";9;0,03;300;2,6328125;13,0268737
"int9_disp14";9;0,03;300;2,5;13,95539531
"int9_disp15";9;0,03;300;2,421875;14,97695217
"int9_disp16";9;0,03;300;2,3359375;15,99417873
"int9_disp17";9;0,03;300;2,25;17,02890046
"int9_disp18";9;0,03;300;2,18359375;17,99475822
"int9_disp19";9;0,03;300;2,11328125;19,02491547
"int9_disp20";9;0,03;300;2,052734375;19,97603293
"int9_disp21";9;0,03;300;1,99296875;20,98634261
"int9_disp22";9;0,03;300;1,94375;21,96259957
"int9_disp23";9;0,03;300;1,892578125;22,99053702
"int9_disp24";9;0,03;300;1,84375;24,00370739
"int9_disp25";9;0,03;300;1,80234375;24,96972324
"int9_disp26";9;0,03;300;1,7609375;26,03785622
"int9_disp27";9;0,03;300;1,71875;27,02553576
"int9_disp28";9;0,03;300;1,6875;27,95635085
"int9_disp29";9;0,03;300;1,65;29,04835282
"int9_disp30";9;0,03;300;1,6203125;29,97205076
"int9_disp31";9;0,03;300;1,5890625;31,01964886
"int9_disp32";9;0,03;300;1,559375;31,97881462
"int9_disp33";9;0,03;300;1,53125;32,98840352
"int9_disp34";9;0,03;300;1,5015625;34,01142694
"int9_disp35";9;0,03;300;1,475;35,02205174
"int9_disp36";9;0,03;300;1,451953125;35,95465657
"int9_disp37";9;0,03;300;1,428125;37,04776911
"int9_disp38";9;0,03;300;1,405957031;38,04725791
"int9_disp39";9;0,03;300;1,3859375;39,01680267
"int9_disp40";9;0,03;300;1,3625;39,96946125
"int9_disp41";9;0,03;300;1,34296875;41,00565005
"int9_disp42";9;0,03;300;1,32421875;41,95445751
"int9_disp43";9;0,03;300;1,3046875;42,95249034
"int9_disp44";9;0,03;300;1,284375;44,0124272
"int9_disp45";9;0,03;300;1,2671875;45,01171204
"int9_disp46";9;0,03;300;1,2515625;46,03320276
"int9_disp47";9;0,03;300;1,234375;46,97725946
"int9_disp48";9;0,03;300;1,2171875;48,03401124
"int9_disp49";9;0,03;300;1,2015625;49,01449217
"int9_disp50";9;0,03;300;1,1875;49,97696787
"int9_disp51";9;0,03;300;1,173632813;51,01859717
"int9_disp52";9;0,03;300;1,159375;51,95209579
"int9_disp53";9;0,03;300;1,145703125;52,98009422
"int9_disp54";9;0,03;300;1,131640625;54,0097172
"int9_disp55";9;0,03;300;1,118847656;55,02424249
"int9_disp56";9;0,03;300;1,10546875;55,99249567
"int9_disp57";9;0,03;300;1,09453125;57,00932218
"int9_disp58";9;0,03;300;1,081445313;57,97238974
"int9_disp59";9;0,03;300;1,06875;58,97686866
"int9_disp60";9;0,03;300;1,0578125;60,00069718
"int9_disp61";9;0,03;300;1,047167969;60,96856745
"int9_disp62";9;0,03;300;1,034277344;62,01961136
"int9_disp63";9;0,03;300;1,025170898;62,98734245
"int9_disp64";9;0,03;300;1,0140625;63,99672502
"int9_disp65";9;0,03;300;1,00390625;64,97264404
"int9_disp66";9;0,03;300;0,993359375;66,03351269
"int9_disp67";9;0,03;300;0,983544922;67,04458118
"int9_disp68";9;0,03;300;0,975;67,96438863
"int9_disp69";9;0,03;300;0,9640625;69,02920334
"int9_disp70";9;0,03;300;0,95625;70,03333578
"int9_disp71";9;0,03;300;0,946948242;70,962726
"int9_disp72";9;0,03;300;0,937597656;71,95614761
"int9_disp73";9;0,03;300;0,929492188;72,97095781
"int9_disp74";9;0,03;300;0,921875;73,96805884
"int9_disp75";9;0,03;300;0,912512589;75,03381627
"int10_disp2";10;0,031622777;316,227766;9,5;2,004598023
"int10_disp3";10;0,031622777;316,227766;6,875;2,974856818
"int10_disp4";10;0,031622777;316,227766;5,625;3,976561893
"int10_disp5";10;0,031622777;316,227766;4,8125;5,029483435
"int10_disp6";10;0,031622777;316,227766;4,3125;5,967420082
"int10_disp7";10;0,031622777;316,227766;3,90625;7,026669389
"int10_disp8";10;0,031622777;316,227766;3,59375;8,039845229
"int10_disp9";10;0,031622777;316,227766;3,34375;9,041968745
"int10_disp10";10;0,031622777;316,227766;3,15625;9,989941038
"int10_disp11";10;0,031622777;316,227766;2,984375;11,04738634
"int10_disp12";10;0,031622777;316,227766;2,84375;12,01007407
"int10_disp13";10;0,031622777;316,227766;2,703125;13,03402848
"int10_disp14";10;0,031622777;316,227766;2,59375;13,98330866
"int10_disp15";10;0,031622777;316,227766;2,5078125;14,95560456
"int10_disp16";10;0,031622777;316,227766;2,3984375;16,02189096
"int10_disp17";10;0,031622777;316,227766;2,3203125;17,00856862
"int10_disp18";10;0,031622777;316,227766;2,2421875;18,03064009
"int10_disp19";10;0,031622777;316,227766;2,1796875;18,95708864
"int10_disp20";10;0,031622777;316,227766;2,109375;19,99398363
"int10_disp21";10;0,031622777;316,227766;2,0546875;20,97135467
"int10_disp22";10;0,031622777;316,227766;1,996875;22,02392771
"int10_disp23";10;0,031622777;316,227766;1,95;22,97952514
"int10_disp24";10;0,031622777;316,227766;1,896875;23,97753988
"int10_disp25";10;0,031622777;316,227766;1,85625;25,00379342
"int10_disp26";10;0,031622777;316,227766;1,8125;25,96139517
"int10_disp27";10;0,031622777;316,227766;1,77421875;26,98171528
"int10_disp28";10;0,031622777;316,227766;1,740625;27,96604114
"int10_disp29";10;0,031622777;316,227766;1,703125;29,00974169
"int10_disp30";10;0,031622777;316,227766;1,6703125;30,01619844
"int10_disp31";10;0,031622777;316,227766;1,636132813;30,99958249
"int10_disp32";10;0,031622777;316,227766;1,60625;32,00938286
"int10_disp33";10;0,031622777;316,227766;1,575;33,01302695
"int10_disp34";10;0,031622777;316,227766;1,55;33,99164912
"int10_disp35";10;0,031622777;316,227766;1,525;34,97342889
"int10_disp36";10;0,031622777;316,227766;1,4984375;35,99121582
"int10_disp37";10;0,031622777;316,227766;1,475;37,00084326
"int10_disp38";10;0,031622777;316,227766;1,45;37,96254375
"int10_disp39";10;0,031622777;316,227766;1,425;38,99439417
"int10_disp40";10;0,031622777;316,227766;1,40625;39,99430233
"int10_disp41";10;0,031622777;316,227766;1,3828125;41,03878542
"int10_disp42";10;0,031622777;316,227766;1,3640625;41,96359303
"int10_disp43";10;0,031622777;316,227766;1,346875;42,9847763
"int10_disp44";10;0,031622777;316,227766;1,326757813;43,9605853
"int10_disp45";10;0,031622777;316,227766;1,309375;44,96037384
"int10_disp46";10;0,031622777;316,227766;1,29140625;46,0382166
"int10_disp47";10;0,031622777;316,227766;1,271875;47,03649899
"int10_disp48";10;0,031622777;316,227766;1,259375;47,96087422
"int10_disp49";10;0,031622777;316,227766;1,24375;48,95428155
"int10_disp50";10;0,031622777;316,227766;1,2265625;49,97767788
"int10_disp51";10;0,031622777;316,227766;1,2125;51,04237619
"int10_disp52";10;0,031622777;316,227766;1,2;51,97326638
"int10_disp53";10;0,031622777;316,227766;1,18359375;52,9755507
"int10_disp54";10;0,031622777;316,227766;1,16875;54,0308035
"int10_disp55";10;0,031622777;316,227766;1,15625;54,97425401
"int10_disp56";10;0,031622777;316,227766;1,14375;55,97548536
"int10_disp57";10;0,031622777;316,227766;1,1296875;56,99559358
"int10_disp58";10;0,031622777;316,227766;1,119140625;57,99451123
"int10_disp59";10;0,031622777;316,227766;1,105859375;58,95293529
"int10_disp60";10;0,031622777;316,227766;1,094140625;59,9637177
"int10_disp61";10;0,031622777;316,227766;1,082281494;60,95874293
"int10_disp62";10;0,031622777;316,227766;1,07109375;62,00612105
"int10_disp63";10;0,031622777;316,227766;1,060351563;62,98189861
"int10_disp64";10;0,031622777;316,227766;1,048974609;63,99914776
"int10_disp65";10;0,031622777;316,227766;1,0375;65,03894254
"int10_disp66";10;0,031622777;316,227766;1,0265625;66,02895617
"int10_disp67";10;0,031622777;316,227766;1,0171875;66,99124697
"int10_disp68";10;0,031622777;316,227766;1,00859375;67,99798604
"int10_disp69";10;0,031622777;316,227766;1,000000191;69,04496429
"int10_disp70";10;0,031622777;316,227766;0,9890625;69,98423796
"int10_disp71";10;0,031622777;316,227766;0,9796875;71,0039397
"int10_disp72";10;0,031622777;316,227766;0,9703125;71,96674951
"int10_disp73";10;0,031622777;316,227766;0,961791992;72,98953874
"int10_disp74";10;0,031622777;316,227766;0,953515625;74,00702739
"int10_disp75";10;0,031622777;316,227766;0,944140625;75,04528636
"int11_disp2";11;0,033166248;331,662479;9,75;2,042737157
"int11_disp3";11;0,033166248;331,662479;7;3,048917099
"int11_disp4";11;0,033166248;331,662479;5,75;4,014411952
"int11_disp5";11;0,033166248;331,662479;4,9375;5,00686547
"int11_disp6";11;0,033166248;331,662479;4,375;6,035081641
"int11_disp7";11;0,033166248;331,662479;4;7,019702653
"int11_disp8";11;0,033166248;331,662479;3,6875;8,049510856
"int11_disp9";11;0,033166248;331,662479;3,4375;9,00621894
"int11_disp10";11;0,033166248;331,662479;3,234375;10,01249228
"int11_disp11";11;0,033166248;331,662479;3,0703125;10,96978747
"int11_disp12";11;0,033166248;331,662479;2,921875;11,99791469
"int11_disp13";11;0,033166248;331,662479;2,78125;13,00229438
"int11_disp14";11;0,033166248;331,662479;2,663085938;14,0236013
"int11_disp15";11;0,033166248;331,662479;2,5625;15,03998673
"int11_disp16";11;0,033166248;331,662479;2,46875;15,96545777
"int11_disp17";11;0,033166248;331,662479;2,3828125;17,02212385
"int11_disp18";11;0,033166248;331,662479;2,30078125;18,04401594
"int11_disp19";11;0,033166248;331,662479;2,234375;19,04460147
"int11_disp20";11;0,033166248;331,662479;2,16796875;20,01056813
"int11_disp21";11;0,033166248;331,662479;2,10546875;21,04194411
"int11_disp22";11;0,033166248;331,662479;2,0546875;21,95030766
"int11_disp23";11;0,033166248;331,662479;2,00390625;22,97253817
"int11_disp24";11;0,033166248;331,662479;1,95;23,98840491
"int11_disp25";11;0,033166248;331,662479;1,899996948;25,04142628
"int11_disp26";11;0,033166248;331,662479;1,8625;26,03919413
"int11_disp27";11;0,033166248;331,662479;1,821875;26,97348697
"int11_disp28";11;0,033166248;331,662479;1,78125;28,00690687
"int11_disp29";11;0,033166248;331,662479;1,74765625;28,98430697
"int11_disp30";11;0,033166248;331,662479;1,7125;30,01082699
"int11_disp31";11;0,033166248;331,662479;1,68125;30,98013197
"int11_disp32";11;0,033166248;331,662479;1,65078125;31,98663569
"int11_disp33";11;0,033166248;331,662479;1,625;33,0056381
"int11_disp34";11;0,033166248;331,662479;1,590625;33,96226119
"int11_disp35";11;0,033166248;331,662479;1,565625;34,97632531
"int11_disp36";11;0,033166248;331,662479;1,5375;35,96713651
"int11_disp37";11;0,033166248;331,662479;1,5125;37,01337149
"int11_disp38";11;0,033166248;331,662479;1,4875;38,04246403
"int11_disp39";11;0,033166248;331,662479;1,465234375;39,0184296
"int11_disp40";11;0,033166248;331,662479;1,4453125;40,00853168
"int11_disp41";11;0,033166248;331,662479;1,426565744;41,00413043
"int11_disp42";11;0,033166248;331,662479;1,403125;41,9676873
"int11_disp43";11;0,033166248;331,662479;1,381249809;43,03851289
"int11_disp44";11;0,033166248;331,662479;1,3640625;43,99497096
"int11_disp45";11;0,033166248;331,662479;1,346875;44,98752784
"int11_disp46";11;0,033166248;331,662479;1,328125;46,02901975
"int11_disp47";11;0,033166248;331,662479;1,31171875;47,0008734
"int11_disp48";11;0,033166248;331,662479;1,2953125;47,97040146
"int11_disp49";11;0,033166248;331,662479;1,278125;48,95464644
"int11_disp50";11;0,033166248;331,662479;1,2609375;50,04935535
"int11_disp51";11;0,033166248;331,662479;1,246289063;51,03954256
"int11_disp52";11;0,033166248;331,662479;1,232763672;52,03796783
"int11_disp53";11;0,033166248;331,662479;1,21875;52,98092684
"int11_disp54";11;0,033166248;331,662479;1,202270508;54,01665152
"int11_disp55";11;0,033166248;331,662479;1,190820313;54,97783406
"int11_disp56";11;0,033166248;331,662479;1,178125;56,01517667
"int11_disp57";11;0,033166248;331,662479;1,1625;56,99454511
"int11_disp58";11;0,033166248;331,662479;1,151171875;58,04794883
"int11_disp59";11;0,033166248;331,662479;1,140625;59,04010394
"int11_disp60";11;0,033166248;331,662479;1,1265625;59,98434947
"int11_disp61";11;0,033166248;331,662479;1,1125;61,04851516
"int11_disp62";11;0,033166248;331,662479;1,103125;62,00627587
"int11_disp63";11;0,033166248;331,662479;1,0921875;63,00572126
"int11_disp64";11;0,033166248;331,662479;1,08046875;63,9842849
"int11_disp65";11;0,033166248;331,662479;1,0703125;64,98948099
"int11_disp66";11;0,033166248;331,662479;1,06015625;66,01331611
"int11_disp67";11;0,033166248;331,662479;1,04921875;66,95463622
"int11_disp68";11;0,033166248;331,662479;1,040625;68,03158785
"int11_disp69";11;0,033166248;331,662479;1,03046875;69,0407773
"int11_disp70";11;0,033166248;331,662479;1,0203125;70,02194025
"int11_disp71";11;0,033166248;331,662479;1,010351563;70,95245319
"int11_disp72";11;0,033166248;331,662479;1;71,95420721
"int11_disp73";11;0,033166248;331,662479;0,99375;72,97814418
"int11_disp74";11;0,033166248;331,662479;0,98359375;74,02965095
"int11_disp75";11;0,033166248;331,662479;0,975195313;75,00302255
"int12_disp2";12;0,034641016;346,4101615;10;2,015848601
"int12_disp3";12;0,034641016;346,4101615;7,25;2,973339295
"int12_disp4";12;0,034641016;346,4101615;6;4,036703864
"int12_disp5";12;0,034641016;346,4101615;5,0625;4,9662813
"int12_disp6";12;0,034641016;346,4101615;4,515625;5,997815115
"int12_disp7";12;0,034641016;346,4101615;4,0625;7,031952192
"int12_disp8";12;0,034641016;346,4101615;3,796875;8,010809491
"int12_disp9";12;0,034641016;346,4101615;3,53125;9,010914138
"int12_disp10";12;0,034641016;346,4101615;3,3125;10,02597879
"int12_disp11";12;0,034641016;346,4101615;3,13671875;11,00905947
"int12_disp12";12;0,034641016;346,4101615;2,984375;11,96054884
"int12_disp13";12;0,034641016;346,4101615;2,8515625;12,96583696
"int12_disp14";12;0,034641016;346,4101615;2,734375;13,96955398
"int12_disp15";12;0,034641016;346,4101615;2,6171875;14,97017754
"int12_disp16";12;0,034641016;346,4101615;2,53125;15,95174627
"int12_disp17";12;0,034641016;346,4101615;2,4375;16,98975445
"int12_disp18";12;0,034641016;346,4101615;2,359375;17,98854319
"int12_disp19";12;0,034641016;346,4101615;2,28125;19,03364917
"int12_disp20";12;0,034641016;346,4101615;2,21875;19,97590003
"int12_disp21";12;0,034641016;346,4101615;2,16015625;20,98320637
"int12_disp22";12;0,034641016;346,4101615;2,1015625;22,01178444
"int12_disp23";12;0,034641016;346,4101615;2,046875;22,95808746
"int12_disp24";12;0,034641016;346,4101615;1,99921875;24,01110382
"int12_disp25";12;0,034641016;346,4101615;1,95;24,98794767
"int12_disp26";12;0,034641016;346,4101615;1,908007813;26,04241385
"int12_disp27";12;0,034641016;346,4101615;1,869140625;26,96916452
"int12_disp28";12;0,034641016;346,4101615;1,83125;27,95315147
"int12_disp29";12;0,034641016;346,4101615;1,7875;29,01073318
"int12_disp30";12;0,034641016;346,4101615;1,75546875;30,01678223
"int12_disp31";12;0,034641016;346,4101615;1,725;30,98819957
"int12_disp32";12;0,034641016;346,4101615;1,7;31,96399756
"int12_disp33";12;0,034641016;346,4101615;1,6625;32,99799809
"int12_disp34";12;0,034641016;346,4101615;1,63125;34,02380626
"int12_disp35";12;0,034641016;346,4101615;1,6;34,97287112
"int12_disp36";12;0,034641016;346,4101615;1,578125;35,95136417
"int12_disp37";12;0,034641016;346,4101615;1,553125;37,0272145
"int12_disp38";12;0,034641016;346,4101615;1,525;38,03451077
"int12_disp39";12;0,034641016;346,4101615;1,50625;38,9812101
"int12_disp40";12;0,034641016;346,4101615;1,48125;40,00330994
"int12_disp41";12;0,034641016;346,4101615;1,4609375;41,01699265
"int12_disp42";12;0,034641016;346,4101615;1,4375;41,97252993
"int12_disp43";12;0,034641016;346,4101615;1,41875;42,9662979
"int12_disp44";12;0,034641016;346,4101615;1,39921875;44,00730527
"int12_disp45";12;0,034641016;346,4101615;1,382519531;44,96390183
"int12_disp46";12;0,034641016;346,4101615;1,36171875;46,02626632
"int12_disp47";12;0,034641016;346,4101615;1,3453125;46,97028579
"int12_disp48";12;0,034641016;346,4101615;1,325;48,03836031
"int12_disp49";12;0,034641016;346,4101615;1,3125;49,01338735
"int12_disp50";12;0,034641016;346,4101615;1,296875;49,98641556
"int12_disp51";12;0,034641016;346,4101615;1,2796875;50,97218559
"int12_disp52";12;0,034641016;346,4101615;1,265625;51,97245169
"int12_disp53";12;0,034641016;346,4101615;1,250390625;53,046998
"int12_disp54";12;0,034641016;346,4101615;1,236328125;53,95574592
"int12_disp55";12;0,034641016;346,4101615;1,221875;54,95538038
"int12_disp56";12;0,034641016;346,4101615;1,209375;55,95054499
"int12_disp57";12;0,034641016;346,4101615;1,196313477;57,02726303
"int12_disp58";12;0,034641016;346,4101615;1,183251953;57,99327807
"int12_disp59";12;0,034641016;346,4101615;1,17109375;59,01718392
"int12_disp60";12;0,034641016;346,4101615;1,15625;60,03465404
"int12_disp61";12;0,034641016;346,4101615;1,14609375;60,9795459
"int12_disp62";12;0,034641016;346,4101615;1,1328125;61,95061196
"int12_disp63";12;0,034641016;346,4101615;1,122607422;63,02882572
"int12_disp64";12;0,034641016;346,4101615;1,111474609;64,04574438
