"";"y";"x";"count"
"336";36;4;6
"337";37;4;4
"338";38;4;5
"339";39;4;16
"340";40;4;2
"341";41;4;7
"342";42;4;14
"343";43;4;2
"344";44;4;20
"345";45;4;8
"346";46;4;3
"347";47;4;1
"348";48;4;15
"349";49;4;16
"350";50;4;1
"351";51;4;2
"352";52;4;9
"353";53;4;7
"354";54;4;2
"355";55;4;1
"356";56;4;0
"357";57;4;0
"358";58;4;0
"359";59;4;0
"360";60;4;1
"361";61;4;1
"362";62;4;0
"363";63;4;2
"364";64;4;0
"365";65;4;0
"366";66;4;0
"367";67;4;0
"368";68;4;2
"369";69;4;3
"370";70;4;0
"371";71;4;0
"372";72;4;4
"373";73;4;4
"374";74;4;4
"375";75;4;6
"376";76;4;11
"377";77;4;11
"378";78;4;5
"379";79;4;4
"380";80;4;5
"381";81;4;4
"382";82;4;6
"383";83;4;7
"384";84;4;5
"385";85;4;5
"386";86;4;3
"387";87;4;2
"388";88;4;0
"389";89;4;0
"390";90;4;2
"391";91;4;4
"392";92;4;1
"393";93;4;0
"394";94;4;0
"395";95;4;0
"396";96;4;0
"397";97;4;0
"398";98;4;1
"399";99;4;0
"400";100;4;0
"401";1;5;0
"402";2;5;3
"403";3;5;3
"404";4;5;6
"405";5;5;17
"406";6;5;4
"407";7;5;2
"408";8;5;2
"409";9;5;0
"410";10;5;0
"411";11;5;0
"412";12;5;0
"413";13;5;0
"414";14;5;0
"415";15;5;0
"416";16;5;0
"417";17;5;0
"418";18;5;0
"419";19;5;0
"420";20;5;0
"421";21;5;0
"422";22;5;0
"423";23;5;0
"424";24;5;0
"425";25;5;0
"426";26;5;1
"427";27;5;2
"428";28;5;4
"429";29;5;3
"430";30;5;5
"431";31;5;7
"432";32;5;3
"433";33;5;3
"434";34;5;6
"435";35;5;7
"436";36;5;4
"437";37;5;6
"438";38;5;6
"439";39;5;7
"440";40;5;10
"441";41;5;17
"442";42;5;11
"443";43;5;8
"444";44;5;12
"445";45;5;12
"446";46;5;11
"447";47;5;11
"448";48;5;10
"449";49;5;10
"450";50;5;0
"451";51;5;7
"452";52;5;12
"453";53;5;14
"454";54;5;10
"455";55;5;5
"456";56;5;0
"457";57;5;1
"458";58;5;1
"459";59;5;0
"460";60;5;1
"461";61;5;2
"462";62;5;0
"463";63;5;0
"464";64;5;0
"465";65;5;0
"466";66;5;0
"467";67;5;0
"468";68;5;1
"469";69;5;1
"470";70;5;2
"471";71;5;7
"472";72;5;7
"473";73;5;14
"474";74;5;14
"475";75;5;10
"476";76;5;12
"477";77;5;11
"478";78;5;3
"479";79;5;13
"480";80;5;3
"481";81;5;7
"482";82;5;6
"483";83;5;6
"484";84;5;4
"485";85;5;6
"486";86;5;7
"487";87;5;9
"488";88;5;6
"489";89;5;0
"490";90;5;0
"491";91;5;8
"492";92;5;4
"493";93;5;0
"494";94;5;0
"495";95;5;0
"496";96;5;2
"497";97;5;1
"498";98;5;0
"499";99;5;0
"500";100;5;0
"501";1;6;0
"502";2;6;2
"503";3;6;4
"504";4;6;10
"505";5;6;1
"506";6;6;0
"507";7;6;0
"508";8;6;0
"509";9;6;0
"510";10;6;0
"511";11;6;0
"512";12;6;0
"513";13;6;0
"514";14;6;0
"515";15;6;0
"516";16;6;0
"517";17;6;0
"518";18;6;0
"519";19;6;0
"520";20;6;0
"521";21;6;0
"522";22;6;0
"523";23;6;0
"524";24;6;1
"525";25;6;0
"526";26;6;2
"527";27;6;5
"528";28;6;5
"529";29;6;8
"530";30;6;11
"531";31;6;7
"532";32;6;9
"533";33;6;12
"534";34;6;9
"535";35;6;10
"536";36;6;13
"537";37;6;14
"538";38;6;5
"539";39;6;9
"540";40;6;15
"541";41;6;9
"542";42;6;12
"543";43;6;15
"544";44;6;16
"545";45;6;14
"546";46;6;18
"547";47;6;12
"548";48;6;23
"549";49;6;15
"550";50;6;18
"551";51;6;19
"552";52;6;12
"553";53;6;7
"554";54;6;6
"555";55;6;0
"556";56;6;1
"557";57;6;1
"558";58;6;0
"559";59;6;1
"560";60;6;5
"561";61;6;0
"562";62;6;0
"563";63;6;0
"564";64;6;1
"565";65;6;0
"566";66;6;0
"567";67;6;1
"568";68;6;3
"569";69;6;3
"570";70;6;12
"571";71;6;3
"572";72;6;1
"573";73;6;9
"574";74;6;5
"575";75;6;5
"576";76;6;10
"577";77;6;4
"578";78;6;8
"579";79;6;3
"580";80;6;0
"581";81;6;2
"582";82;6;1
"583";83;6;3
"584";84;6;1
"585";85;6;5
"586";86;6;9
"587";87;6;2
"588";88;6;0
"589";89;6;0
"590";90;6;3
"591";91;6;3
"592";92;6;2
"593";93;6;1
"594";94;6;3
"595";95;6;3
"596";96;6;0
"597";97;6;0
"598";98;6;0
"599";99;6;0
"600";100;6;2
"601";1;7;0
"602";2;7;0
"603";3;7;1
"604";4;7;0
"605";5;7;0
"606";6;7;0
"607";7;7;0
"608";8;7;0
"609";9;7;0
"610";10;7;0
"611";11;7;0
"612";12;7;0
"613";13;7;0
"614";14;7;0
"615";15;7;0
"616";16;7;2
"617";17;7;9
"618";18;7;0
"619";19;7;0
"620";20;7;0
"621";21;7;0
"622";22;7;0
"623";23;7;0
"624";24;7;0
"625";25;7;2
"626";26;7;12
"627";27;7;5
"628";28;7;2
"629";29;7;7
"630";30;7;10
"631";31;7;6
"632";32;7;8
"633";33;7;13
"634";34;7;10
"635";35;7;7
"636";36;7;14
"637";37;7;11
"638";38;7;6
"639";39;7;17
"640";40;7;15
"641";41;7;17
"642";42;7;23
"643";43;7;18
"644";44;7;13
"645";45;7;17
"646";46;7;16
"647";47;7;14
"648";48;7;12
"649";49;7;18
"650";50;7;26
"651";51;7;16
"652";52;7;17
"653";53;7;3
"654";54;7;0
"655";55;7;0
"656";56;7;0
"657";57;7;0
"658";58;7;0
"659";59;7;0
"660";60;7;5
"661";61;7;4
"662";62;7;0
"663";63;7;0
"664";64;7;2
"665";65;7;0
"666";66;7;2
"667";67;7;4
"668";68;7;8
"669";69;7;8
"670";70;7;15
"671";71;7;9
"672";72;7;8
"673";73;7;7
"674";74;7;9
"675";75;7;7
"676";76;7;4
"677";77;7;22
"678";78;7;8
"679";79;7;1
"680";80;7;0
"681";81;7;0
"682";82;7;0
"683";83;7;0
"684";84;7;2
"685";85;7;5
"686";86;7;6
"687";87;7;7
"688";88;7;2
"689";89;7;5
"690";90;7;0
"691";91;7;1
"692";92;7;2
"693";93;7;4
"694";94;7;0
"695";95;7;0
"696";96;7;1
"697";97;7;1
"698";98;7;2
"699";99;7;0
"700";100;7;0
"701";1;8;0
"702";2;8;0
"703";3;8;0
"704";4;8;0
"705";5;8;1
"706";6;8;2
"707";7;8;0
"708";8;8;0
"709";9;8;0
"710";10;8;0
"711";11;8;0
"712";12;8;0
"713";13;8;0
"714";14;8;0
"715";15;8;0
"716";16;8;0
"717";17;8;1
"718";18;8;0
"719";19;8;0
"720";20;8;0
"721";21;8;0
"722";22;8;0
"723";23;8;0
"724";24;8;0
"725";25;8;0
"726";26;8;0
"727";27;8;1
"728";28;8;0
"729";29;8;0
"730";30;8;0
"731";31;8;7
"732";32;8;9
"733";33;8;5
"734";34;8;2
"735";35;8;0
"736";36;8;0
"737";37;8;2
"738";38;8;0
"739";39;8;2
"740";40;8;13
"741";41;8;10
"742";42;8;21
"743";43;8;18
"744";44;8;10
"745";45;8;4
"746";46;8;21
"747";47;8;19
"748";48;8;14
"749";49;8;9
"750";50;8;19
"751";51;8;16
"752";52;8;7
"753";53;8;1
"754";54;8;0
"755";55;8;0
"756";56;8;0
"757";57;8;1
"758";58;8;3
"759";59;8;0
"760";60;8;0
"761";61;8;1
"762";62;8;0
"763";63;8;0
"764";64;8;0
"765";65;8;3
"766";66;8;2
"767";67;8;9
"768";68;8;4
"769";69;8;9
"770";70;8;15
"771";71;8;22
"772";72;8;9
"773";73;8;17
"774";74;8;7
"775";75;8;12
"776";76;8;0
"777";77;8;1
"778";78;8;12
"779";79;8;5
"780";80;8;0
"781";81;8;0
"782";82;8;0
"783";83;8;3
"784";84;8;3
"785";85;8;5
"786";86;8;6
"787";87;8;7
"788";88;8;6
"789";89;8;4
"790";90;8;8
"791";91;8;4
"792";92;8;0
"793";93;8;7
"794";94;8;2
"795";95;8;3
"796";96;8;1
"797";97;8;0
"798";98;8;1
"799";99;8;0
"800";100;8;0
"801";1;9;0
"802";2;9;0
"803";3;9;0
"804";4;9;3
"805";5;9;4
"806";6;9;1
"807";7;9;1
"808";8;9;0
"809";9;9;0
"810";10;9;0
"811";11;9;0
"812";12;9;0
"813";13;9;0
"814";14;9;0
"815";15;9;0
"816";16;9;0
"817";17;9;0
"818";18;9;0
"819";19;9;0
"820";20;9;0
"821";21;9;0
"822";22;9;0
"823";23;9;0
"824";24;9;0
"825";25;9;0
"826";26;9;0
"827";27;9;0
"828";28;9;0
"829";29;9;0
"830";30;9;1
"831";31;9;5
"832";32;9;9
"833";33;9;2
"834";34;9;0
"835";35;9;0
"836";36;9;0
"837";37;9;0
"838";38;9;0
"839";39;9;0
"840";40;9;0
"841";41;9;4
"842";42;9;3
"843";43;9;8
"844";44;9;2
"845";45;9;6
"846";46;9;20
"847";47;9;18
"848";48;9;19
"849";49;9;22
"850";50;9;9
"851";51;9;3
"852";52;9;4
"853";53;9;2
"854";54;9;0
"855";55;9;1
"856";56;9;5
"857";57;9;10
"858";58;9;1
"859";59;9;0
"860";60;9;0
"861";61;9;0
"862";62;9;0
"863";63;9;0
"864";64;9;0
"865";65;9;0
"866";66;9;1
"867";67;9;3
"868";68;9;6
"869";69;9;9
"870";70;9;8
"871";71;9;10
"872";72;9;9
"873";73;9;7
"874";74;9;12
"875";75;9;9
"876";76;9;4
"877";77;9;6
"878";78;9;2
"879";79;9;2
"880";80;9;0
"881";81;9;0
"882";82;9;0
"883";83;9;5
"884";84;9;5
"885";85;9;2
"886";86;9;8
"887";87;9;12
"888";88;9;7
"889";89;9;10
"890";90;9;6
"891";91;9;0
"892";92;9;1
"893";93;9;1
"894";94;9;1
"895";95;9;7
"896";96;9;3
"897";97;9;1
"898";98;9;0
"899";99;9;0
"900";100;9;0
"901";1;10;4
"902";2;10;0
"903";3;10;0
"904";4;10;0
"905";5;10;1
"906";6;10;8
"907";7;10;0
"908";8;10;0
"909";9;10;0
"910";10;10;0
"911";11;10;0
"912";12;10;0
"913";13;10;0
"914";14;10;0
"915";15;10;0
"916";16;10;0
"917";17;10;0
"918";18;10;0
"919";19;10;0
"920";20;10;0
"921";21;10;0
"922";22;10;0
"923";23;10;0
"924";24;10;0
"925";25;10;0
"926";26;10;0
"927";27;10;0
"928";28;10;0
"929";29;10;0
"930";30;10;2
"931";31;10;2
"932";32;10;4
"933";33;10;3
"934";34;10;0
"935";35;10;2
"936";36;10;5
"937";37;10;0
"938";38;10;0
"939";39;10;2
"940";40;10;3
"941";41;10;0
"942";42;10;0
"943";43;10;0
"944";44;10;0
"945";45;10;0
"946";46;10;1
"947";47;10;13
"948";48;10;12
"949";49;10;13
"950";50;10;0
"951";51;10;1
"952";52;10;0
"953";53;10;8
"954";54;10;10
"955";55;10;5
"956";56;10;4
"957";57;10;9
"958";58;10;4
"959";59;10;0
"960";60;10;0
"961";61;10;0
"962";62;10;0
"963";63;10;0
"964";64;10;0
"965";65;10;0
"966";66;10;0
"967";67;10;1
"968";68;10;8
"969";69;10;7
"970";70;10;7
"971";71;10;8
"972";72;10;4
"973";73;10;9
"974";74;10;6
"975";75;10;7
"976";76;10;7
"977";77;10;5
"978";78;10;0
"979";79;10;0
"980";80;10;0
"981";81;10;0
"982";82;10;0
"983";83;10;0
"984";84;10;0
"985";85;10;0
"986";86;10;0
"987";87;10;1
"988";88;10;4
"989";89;10;0
"990";90;10;2
"991";91;10;0
"992";92;10;0
"993";93;10;0
"994";94;10;1
"995";95;10;2
"996";96;10;2
"997";97;10;0
"998";98;10;0
"999";99;10;0
"1000";100;10;0
"1001";1;11;1
"1002";2;11;0
"1003";3;11;0
"1004";4;11;0
"1005";5;11;0
"1006";6;11;0
"1007";7;11;0
"1008";8;11;0
"1009";9;11;0
"1010";10;11;0
"1011";11;11;0
"1012";12;11;0
"1013";13;11;0
"1014";14;11;0
"1015";15;11;0
"1016";16;11;0
"1017";17;11;0
"1018";18;11;0
"1019";19;11;0
"1020";20;11;0
"1021";21;11;0
"1022";22;11;0
"1023";23;11;0
"1024";24;11;0
"1025";25;11;0
"1026";26;11;0
"1027";27;11;0
"1028";28;11;0
"1029";29;11;0
"1030";30;11;0
"1031";31;11;0
"1032";32;11;1
"1033";33;11;5
"1034";34;11;0
"1035";35;11;0
"1036";36;11;0
"1037";37;11;0
"1038";38;11;4
"1039";39;11;5
"1040";40;11;4
"1041";41;11;0
"1042";42;11;0
"1043";43;11;0
"1044";44;11;0
"1045";45;11;0
"1046";46;11;0
"1047";47;11;4
"1048";48;11;13
"1049";49;11;4
"1050";50;11;0
"1051";51;11;0
"1052";52;11;0
"1053";53;11;4
"1054";54;11;3
"1055";55;11;0
"1056";56;11;2
"1057";57;11;2
"1058";58;11;0
"1059";59;11;0
"1060";60;11;2
"1061";61;11;0
"1062";62;11;0
"1063";63;11;0
"1064";64;11;0
"1065";65;11;0
"1066";66;11;0
"1067";67;11;0
"1068";68;11;0
"1069";69;11;0
"1070";70;11;0
"1071";71;11;1
"1072";72;11;1
"1073";73;11;3
"1074";74;11;2
"1075";75;11;6
"1076";76;11;3
"1077";77;11;0
"1078";78;11;0
"1079";79;11;0
"1080";80;11;1
"1081";81;11;2
"1082";82;11;0
"1083";83;11;1
"1084";84;11;0
"1085";85;11;0
"1086";86;11;0
"1087";87;11;0
"1088";88;11;0
"1089";89;11;0
"1090";90;11;0
"1091";91;11;0
"1092";92;11;0
"1093";93;11;0
"1094";94;11;2
"1095";95;11;0
"1096";96;11;0
"1097";97;11;0
"1098";98;11;0
"1099";99;11;0
"1100";100;11;0
"1101";1;12;1
"1102";2;12;0
"1103";3;12;0
"1104";4;12;0
"1105";5;12;0
"1106";6;12;0
"1107";7;12;0
"1108";8;12;0
"1109";9;12;0
"1110";10;12;0
"1111";11;12;0
"1112";12;12;0
"1113";13;12;0
"1114";14;12;0
"1115";15;12;0
"1116";16;12;0
"1117";17;12;0
"1118";18;12;0
"1119";19;12;0
"1120";20;12;0
"1121";21;12;0
"1122";22;12;0
"1123";23;12;0
"1124";24;12;0
"1125";25;12;0
"1126";26;12;0
"1127";27;12;0
"1128";28;12;0
"1129";29;12;0
"1130";30;12;0
"1131";31;12;0
"1132";32;12;1
"1133";33;12;2
"1134";34;12;0
"1135";35;12;0
"1136";36;12;0
"1137";37;12;0
"1138";38;12;1
"1139";39;12;2
"1140";40;12;5
"1141";41;12;0
"1142";42;12;0
"1143";43;12;0
"1144";44;12;1
"1145";45;12;0
"1146";46;12;0
"1147";47;12;1
"1148";48;12;1
"1149";49;12;2
"1150";50;12;4
"1151";51;12;2
"1152";52;12;12
"1153";53;12;2
"1154";54;12;0
"1155";55;12;0
"1156";56;12;1
"1157";57;12;3
"1158";58;12;0
"1159";59;12;1
"1160";60;12;5
"1161";61;12;0
"1162";62;12;0
"1163";63;12;0
"1164";64;12;0
"1165";65;12;0
"1166";66;12;0
"1167";67;12;0
"1168";68;12;0
"1169";69;12;0
"1170";70;12;0
"1171";71;12;0
"1172";72;12;0
"1173";73;12;0
"1174";74;12;0
"1175";75;12;0
"1176";76;12;0
"1177";77;12;0
"1178";78;12;0
"1179";79;12;0
"1180";80;12;0
"1181";81;12;0
"1182";82;12;1
"1183";83;12;3
"1184";84;12;0
"1185";85;12;0
"1186";86;12;0
"1187";87;12;0
"1188";88;12;0
"1189";89;12;0
"1190";90;12;0
"1191";91;12;0
"1192";92;12;0
"1193";93;12;0
"1194";94;12;0
"1195";95;12;0
"1196";96;12;0
"1197";97;12;0
"1198";98;12;0
"1199";99;12;0
"1200";100;12;0
"1201";1;13;0
"1202";2;13;0
"1203";3;13;0
"1204";4;13;0
"1205";5;13;0
"1206";6;13;0
"1207";7;13;0
"1208";8;13;0
"1209";9;13;0
"1210";10;13;0
"1211";11;13;0
"1212";12;13;0
"1213";13;13;0
"1214";14;13;0
"1215";15;13;0
"1216";16;13;0
"1217";17;13;0
"1218";18;13;0
"1219";19;13;0
"1220";20;13;0
"1221";21;13;0
"1222";22;13;0
"1223";23;13;0
"1224";24;13;0
"1225";25;13;0
"1226";26;13;0
"1227";27;13;0
"1228";28;13;0
"1229";29;13;1
"1230";30;13;0
"1231";31;13;0
"1232";32;13;0
"1233";33;13;0
"1234";34;13;0
"1235";35;13;0
"1236";36;13;0
"1237";37;13;0
"1238";38;13;0
"1239";39;13;0
"1240";40;13;0
"1241";41;13;0
"1242";42;13;0
"1243";43;13;1
"1244";44;13;6
"1245";45;13;1
"1246";46;13;0
"1247";47;13;0
"1248";48;13;1
"1249";49;13;9
"1250";50;13;5
"1251";51;13;2
"1252";52;13;6
"1253";53;13;0
"1254";54;13;0
"1255";55;13;0
"1256";56;13;0
"1257";57;13;0
"1258";58;13;0
"1259";59;13;1
"1260";60;13;6
"1261";61;13;2
"1262";62;13;2
"1263";63;13;0
"1264";64;13;0
"1265";65;13;0
"1266";66;13;0
"1267";67;13;0
"1268";68;13;0
"1269";69;13;0
"1270";70;13;0
"1271";71;13;0
"1272";72;13;0
"1273";73;13;0
"1274";74;13;0
"1275";75;13;0
"1276";76;13;0
"1277";77;13;0
"1278";78;13;0
"1279";79;13;0
"1280";80;13;0
"1281";81;13;0
"1282";82;13;0
"1283";83;13;0
"1284";84;13;0
"1285";85;13;0
"1286";86;13;0
"1287";87;13;4
"1288";88;13;6
"1289";89;13;0
"1290";90;13;0
"1291";91;13;0
"1292";92;13;0
"1293";93;13;0
"1294";94;13;0
"1295";95;13;0
"1296";96;13;0
"1297";97;13;0
"1298";98;13;0
"1299";99;13;0
"1300";100;13;2
"1301";1;14;0
"1302";2;14;0
"1303";3;14;0
"1304";4;14;0
"1305";5;14;0
"1306";6;14;0
"1307";7;14;0
"1308";8;14;0
"1309";9;14;0
"1310";10;14;0
"1311";11;14;0
"1312";12;14;0
"1313";13;14;0
"1314";14;14;0
"1315";15;14;0
"1316";16;14;0
"1317";17;14;0
"1318";18;14;0
"1319";19;14;0
"1320";20;14;0
"1321";21;14;0
"1322";22;14;0
"1323";23;14;0
"1324";24;14;0
"1325";25;14;0
"1326";26;14;0
"1327";27;14;0
"1328";28;14;0
"1329";29;14;0
"1330";30;14;0
"1331";31;14;0
"1332";32;14;0
"1333";33;14;0
"1334";34;14;0
"1335";35;14;0
"1336";36;14;0
"1337";37;14;0
"1338";38;14;0
"1339";39;14;0
"1340";40;14;0
"1341";41;14;0
"1342";42;14;0
"1343";43;14;0
"1344";44;14;0
"1345";45;14;0
"1346";46;14;0
"1347";47;14;0
"1348";48;14;3
"1349";49;14;7
"1350";50;14;5
"1351";51;14;16
"1352";52;14;9
"1353";53;14;0
"1354";54;14;0
"1355";55;14;0
"1356";56;14;0
"1357";57;14;0
"1358";58;14;0
"1359";59;14;1
"1360";60;14;0
"1361";61;14;1
"1362";62;14;1
"1363";63;14;0
"1364";64;14;0
"1365";65;14;0
"1366";66;14;0
"1367";67;14;0
"1368";68;14;0
"1369";69;14;0
"1370";70;14;0
"1371";71;14;0
"1372";72;14;0
"1373";73;14;0
"1374";74;14;0
"1375";75;14;0
"1376";76;14;0
"1377";77;14;0
"1378";78;14;0
"1379";79;14;0
"1380";80;14;0
"1381";81;14;0
"1382";82;14;0
"1383";83;14;0
"1384";84;14;0
"1385";85;14;0
"1386";86;14;0
"1387";87;14;2
"1388";88;14;0
"1389";89;14;0
"1390";90;14;0
"1391";91;14;0
"1392";92;14;0
"1393";93;14;0
"1394";94;14;0
"1395";95;14;0
"1396";96;14;0
"1397";97;14;0
"1398";98;14;0
"1399";99;14;0
"1400";100;14;0
"1401";1;15;0
"1402";2;15;0
"1403";3;15;0
"1404";4;15;0
"1405";5;15;0
"1406";6;15;0
"1407";7;15;0
"1408";8;15;0
"1409";9;15;0
"1410";10;15;0
"1411";11;15;0
"1412";12;15;0
"1413";13;15;0
"1414";14;15;0
"1415";15;15;0
"1416";16;15;0
"1417";17;15;0
"1418";18;15;0
"1419";19;15;0
"1420";20;15;0
"1421";21;15;0
"1422";22;15;0
"1423";23;15;0
"1424";24;15;0
"1425";25;15;0
"1426";26;15;0
"1427";27;15;0
"1428";28;15;0
"1429";29;15;0
"1430";30;15;0
"1431";31;15;0
"1432";32;15;0
"1433";33;15;0
"1434";34;15;0
"1435";35;15;0
"1436";36;15;0
"1437";37;15;0
"1438";38;15;0
"1439";39;15;0
"1440";40;15;0
"1441";41;15;0
"1442";42;15;0
"1443";43;15;0
"1444";44;15;0
"1445";45;15;0
"1446";46;15;0
"1447";47;15;0
"1448";48;15;4
"1449";49;15;3
"1450";50;15;2
"1451";51;15;3
"1452";52;15;0
"1453";53;15;1
"1454";54;15;0
"1455";55;15;0
"1456";56;15;0
"1457";57;15;0
"1458";58;15;0
"1459";59;15;0
"1460";60;15;2
"1461";61;15;1
"1462";62;15;1
"1463";63;15;1
"1464";64;15;0
"1465";65;15;0
"1466";66;15;0
"1467";67;15;0
"1468";68;15;0
"1469";69;15;0
"1470";70;15;0
"1471";71;15;0
"1472";72;15;0
"1473";73;15;0
"1474";74;15;0
"1475";75;15;0
"1476";76;15;0
"1477";77;15;0
"1478";78;15;0
"1479";79;15;0
"1480";80;15;0
"1481";81;15;0
"1482";82;15;0
"1483";83;15;0
"1484";84;15;0
"1485";85;15;0
"1486";86;15;0
"1487";87;15;0
"1488";88;15;1
"1489";89;15;0
"1490";90;15;0
"1491";91;15;0
"1492";92;15;0
"1493";93;15;0
"1494";94;15;0
"1495";95;15;0
"1496";96;15;0
